,group,geometry,h3_index,node,Mode_Planned,Model,Line_Unique,address,area,location,TotalDemand,TotalTransfers,Total_Unique_Lines,BRT Lines,Cable Line Lines,Funicular Lines,HighSpeed Rail Lines,Interurban Rail Lines,LRT Lines,Metro Lines,Suburban Rail Lines,centroid,pop_0_500,emp_0_500,pop_500_1000,emp_500_1000,pop_1000_1500,emp_1000_1500,id,term_type,Region_category,Location_category,RegionLocation,Num_Modes,score,bus_terminal,HubType
516,514,"POLYGON ((34.829397880730795 32.12722750738353, 34.82878497320335 32.127732274554596, 34.828830507874486 32.128622150402876, 34.82948894843518 32.129007270996496, 34.8301018586872 32.12850251078314, 34.83005632565393 32.127612623018294, 34.829397880730795 32.12722750738353))","['8a3f4dc013a7fff', '8a3f4dc013a7fff']","[514034, 514034]",['BRT'],Tel,"['Yelw-N', 'Yelw-S']","3, ד""ר אלי תבין, המשתלה, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6962342, ישראל",תל אביב,גלעין,15147.06,1889.18,1,4,0,0,0,0,0,0,0,POINT (34.829443417058556 32.12811738899103),0.0,0.0,6000.592668862793,2587.690005184389,29354.609837649325,12951.483328106244,,,0,3,0,1,12.0,0,Not Hub
517,515,"POLYGON ((34.825695276773345 32.11729315795541, 34.82503677099603 32.116908112646755, 34.824423887346676 32.117412942996346, 34.82446950674799 32.11830281170211, 34.82512800816391 32.11868786197384, 34.8257408945399 32.11818303857695, 34.825695276773345 32.11729315795541))",['8a3f4dc0145ffff'],[523017],['Metro'],Tel,"['Me03-L', 'Me03-R']","85, Shiri Altar, 'נאות אפקה ב, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל",תל אביב,גלעין,1565.88,0.00053562,1,0,0,0,0,0,0,2,0,POINT (34.82508239205574 32.11779798711035),0.0,0.0,5067.711658086548,1499.7516167903675,32176.83524442312,20680.04892721404,,,0,3,0,1,10.0,0,Not Hub
518,516,"POLYGON ((34.82474308347419 32.12364197391106, 34.82413017997965 32.12414674687306, 34.8234716997185 32.123761672379516, 34.82285879415377 32.12426643780269, 34.82290436612455 32.12515627076423, 34.8235628420232 32.12554135021761, 34.82417575031357 32.12503659174984, 34.824834222505146 32.125421675579915, 34.82544712872518 32.124916909573415, 34.825401560028105 32.124027052781145, 34.82474308347419 32.12364197391106))","['8a3f4dc0162ffff', '8a3f4dc01757fff']","[523018, 514033]","['Metro', 'BRT']",Tel,"['Yelw-N', 'Yelw-S,', 'Me03-L', 'Me03-R']","6, קריית שאול, קרית שאול, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל",תל אביב,גלעין,60625.03,39915.18,2,2,0,0,0,0,0,2,0,POINT (34.824152967189754 32.124591667560644),0.0,0.0,16393.724423520296,5794.57547736529,22792.375760184623,12500.374496012422,,,0,3,0,2,17.6,0,Regional
519,517,"POLYGON ((34.82201793921915 32.12032203106511, 34.82135943475267 32.11993698458246, 34.82074653736639 32.12044177086789, 34.82079214172016 32.12133159668274, 34.82145064182447 32.12171664812673, 34.82206354193718 32.12121186879472, 34.82201793921915 32.12032203106511))",['8a3f4dc016a7fff'],[525236],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","4, זאב, 'נאות אפקה ב, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל",תל אביב,גלעין,13567.96,162.25,1,2,0,0,0,0,0,0,0,POINT (34.82140504076444 32.12082681615491),0.0,0.0,13750.664350026012,4848.428518140485,26211.355297350936,18165.16416347598,,,0,3,0,1,6.0,0,Not Hub
520,518,"POLYGON ((34.83357598635741 32.13398780383755, 34.832917581803414 32.13360264152171, 34.83230466065581 32.13410737389767, 34.83235014133896 32.134997261628705, 34.83300854152992 32.135382428900904, 34.83362146540075 32.13487770348588, 34.83357598635741 32.13398780383755))",['8a3f4dc01acffff'],[514035],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","משה סנה, הכפר הירוק, רמת השרון, נפת תל אביב, מחוז תל אביב, 6962343, ישראל",תל אביב,טבעת,7339.950000000001,6615.39,1,2,0,0,0,0,0,0,0,POINT (34.8329630641421 32.134492535012924),830.6279946240055,251.19498379340035,3571.140887247436,2106.756831314441,29155.03724562411,10466.300519383136,,,0,2,0,1,6.0,0,Not Hub
521,519,"MULTIPOLYGON (((34.838747950428065 32.11025012849405, 34.83813510467553 32.11075508469594, 34.838180746025685 32.11164509877216, 34.83883923149581 32.112030168565504, 34.8394520799751 32.11152521931536, 34.83940644025751 32.11063519331996, 34.838747950428065 32.11025012849405)), ((34.840110561732274 32.11191029348451, 34.840156190650745 32.11280032187091, 34.840814664335134 32.11318540538308, 34.8414275134603 32.112680455541884, 34.8413818861747 32.111790415235845, 34.84072340813105 32.111405336690794, 34.840110561732274 32.11191029348451)), ((34.840247428522225 32.114580371504374, 34.8402930374753 32.11547039275057, 34.84095149872662 32.11585549057146, 34.84156435538455 32.11535056218041, 34.841518748065184 32.1144605290146, 34.84086028245421 32.11407543615963, 34.840247428522225 32.114580371504374)))","['8a3f4dc01d07fff', '8a3f4dc056cffff', '8a3f4dc056d7fff']","[512063, 512064, 523016]","['LRT', 'Metro']",Tel,"['Grn1-N', 'Grn1-S,', 'Me03-L', 'Me03-R']","סופר-פארם, 24, ראול ולנברג, עתידים, אזור תעשייה עבר הירקון, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל",תל אביב,גלעין,130572.22,54397.15,2,0,0,0,0,0,4,2,0,POINT (34.840156173704685 32.11280031937145),0.0,0.0,9694.022039390486,27836.061885431685,27055.845009604043,22784.81861431369,,,0,3,0,2,28.6,0,Regional
522,520,"MULTIPOLYGON (((34.81902466490797 32.07455235407483, 34.81841189561396 32.07505750466145, 34.81845783920489 32.07594745143822, 34.81911655046795 32.07633225954323, 34.819729322496244 32.07582711589011, 34.819683380527124 32.074937157198306, 34.81902466490797 32.07455235407483)), ((34.81648168190574 32.07479305455734, 34.815868908457084 32.07529819005007, 34.81591485529175 32.076188112997706, 34.816573573953164 32.07657291236684, 34.81718635013629 32.07606778380739, 34.817140404923535 32.07517784894535, 34.81648168190574 32.07479305455734)))","['8a3f4dc02037fff', '8a3f4dc02107fff']","[522008, 525246]","['Metro', 'BRT']",Tel,"['Yelw-N', 'Yelw-S,', 'Me02-E', 'Me02-W']","140, כצנלסון, פועלי הרכבת, גבעתיים, נפת תל אביב, מחוז תל אביב, 5325801, ישראל",תל אביב,טבעת,131844.53999999998,104675.19,2,2,0,0,0,0,0,2,0,POINT (34.81779913142178 32.07556264387768),0.0,0.0,38814.05160672792,12561.04088220465,116047.67046073353,29914.094373560536,,,0,2,0,2,17.6,0,Regional
523,521,"POLYGON ((34.81190079500494 32.08506299417574, 34.81124209878927 32.08467816930312, 34.810629289607675 32.08518319588941, 34.81067517390853 32.08607304041173, 34.811333865765995 32.08645787026053, 34.81194667768077 32.085952850611015, 34.81190079500494 32.08506299417574))",['8a3f4dc02217fff'],[511010],['LRT'],Tel,"['Red-N', 'Red-S', 'Red2-N', 'Red2-S', 'Shut-N', 'Shut-S']","קניון ביאליק, 76, ביאליק, חשמונאים, רמת גן, נפת תל אביב, מחוז תל אביב, 5242510, ישראל",תל אביב,טבעת,24027.38,274.49,1,0,0,0,0,0,6,0,0,POINT (34.81128798475405 32.085568019578865),19030.56553474086,8763.400794305051,39053.35616822902,40867.21962794595,62373.63152995922,28552.935717586777,,,0,2,0,1,24.0,0,Local
524,522,"POLYGON ((34.80753509218227 32.07474555705382, 34.806876335236495 32.07436080258435, 34.80626355000189 32.074865892187, 34.80630951897779 32.07575572932756, 34.8069682715664 32.07614048877738, 34.8075810595363 32.07563540610645, 34.80753509218227 32.07474555705382))",['8a3f4dc0278ffff'],[522007],['Metro'],Tel,"['Me02-E', 'Me02-W']","51, כצנלסון, בורוכוב, גבעתיים, נפת תל אביב, מחוז תל אביב, 5323020, ישראל",תל אביב,טבעת,60696.5,5497.049999999999,1,0,0,0,0,0,0,2,0,POINT (34.80692230587808 32.07525064547695),12256.334557033491,1930.729436958625,49856.83146692008,42160.32291827247,70485.90161557589,94269.2915585149,,,0,2,0,1,10.0,0,Not Hub
525,523,"POLYGON ((34.82731216861486 32.074215005647496, 34.8266534752056 32.073830176315326, 34.82604071839107 32.07433537218894, 34.82608665225194 32.075225390460595, 34.826745341305845 32.07561022477535, 34.82735810085425 32.07510503583604, 34.82731216861486 32.074215005647496))",['8a3f4dc0291ffff'],[522009],['Metro'],Tel,"['Me02-E', 'Me02-W']","??, ירושלים, רמת יצחק, רמת גן, נפת תל אביב, מחוז תל אביב, 5236444, ישראל",תל אביב,טבעת,43892.33,5896.639999999999,1,0,0,0,0,0,0,2,0,POINT (34.8266994107318 32.074720200341446),19640.74616323308,2523.466334405965,21408.8524049306,5034.835079332285,113606.08086051817,29590.535024698267,,,0,2,0,1,10.0,0,Not Hub
526,524,"POLYGON ((34.823344083784974 32.08398103584793, 34.82268542086818 32.083596171652005, 34.822072630361525 32.08410126614401, 34.82211850003916 32.08499121789419, 34.8227771585989 32.08537608706791, 34.82338995183807 32.08487099951382, 34.823344083784974 32.08398103584793))",['8a3f4dc02b1ffff'],[525245],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","5, בית שמאי, הלל, רמת גן, נפת תל אביב, מחוז תל אביב, 5242325, ישראל",תל אביב,טבעת,30405.19,948.65,1,2,0,0,0,0,0,0,0,POINT (34.82273129220965 32.08448612915694),11739.172645048671,3520.849390015957,56803.266635451866,18160.953143820232,93900.56890796706,26192.86635510857,,,0,2,0,1,6.0,0,Not Hub
527,525,"POLYGON ((34.816588543463425 32.0644984465722, 34.81592977080919 32.06411370952179, 34.8153170275554 32.06461893065023, 34.815363054219524 32.06550888190067, 34.816021822518834 32.06589362393692, 34.81663456850892 32.06538840973708, 34.816588543463425 32.0644984465722))",['8a3f4dc02c9ffff'],[525247],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","תל גנים, רמת גן, נפת תל אביב, מחוז תל אביב, 5223403, ישראל",תל אביב,טבעת,13506.65,0.0004269,1,2,0,0,0,0,0,0,0,POINT (34.81597579914044 32.06500366652453),7189.591291630914,2441.4532101571,40711.0180705638,9418.703308331838,71998.431194889,17549.07289329098,,,0,2,0,1,6.0,0,Not Hub
528,526,"POLYGON ((34.814884469548296 32.10579410559982, 34.814271604239686 32.10629897587091, 34.8136130110646 32.10591403211231, 34.81300014368683 32.106418894842754, 34.81304586675475 32.107308694385665, 34.81370445556892 32.1076936431111, 34.814317325676114 32.107188787326955, 34.81497591078966 32.10757374042521, 34.815588778827575 32.107068877100566, 34.81554305902263 32.106179053731054, 34.814884469548296 32.10579410559982))","['8a3f4dc0302ffff', '8a3f4dc03157fff']","[512005, 525234]","['LRT', 'BRT']",Tel,"['Yelw-N', 'Yelw-S,', 'Grn1-N', 'Grn1-S', 'Grn3-S']","אייזיק רמבה, לונה פארק, מרכז הירידים, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6997801, ישראל",תל אביב,גלעין,26427.17,20709.05,2,2,0,0,0,0,3,0,0,POINT (34.814294467004544 32.10674387984841),0.0,0.0,8736.285043356045,5659.455899248969,17622.0950797474,28793.6205645935,,,0,3,0,2,19.8,0,Local
529,527,"POLYGON ((34.80282825169382 32.10737813258521, 34.802169625238356 32.106993228176265, 34.80155673926689 32.107498023050816, 34.8016024770208 32.108387715389384, 34.8022610991142 32.10877262476354, 34.802873987815744 32.108267836834116, 34.80282825169382 32.10737813258521))",['8a3f4dc036e7fff'],[512007],['LRT'],Tel,"['Grn1-N', 'Grn1-S', 'Grn3-N', 'Grn3-S']","בית הספר להנדסאים, חיים לבנון, רמת-אביב, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6997801, ישראל",תל אביב,גלעין,23557.64,22159.74,1,0,0,0,0,0,4,0,0,POINT (34.80221536465279 32.10788292626898),0.0,0.0,8950.531259647349,20581.540385843837,41529.71599631302,15684.043737170829,,,0,3,0,1,16.0,0,Local
530,528,"MULTIPOLYGON (((34.806413998556856 32.10256970665624, 34.805801131099564 32.10307456005981, 34.80584689305965 32.10396430477155, 34.80650552084652 32.104349207991, 34.80711839103434 32.10384436153129, 34.807072630704816 32.102954604908085, 34.806413998556856 32.10256970665624)), ((34.80325811460375 32.10331446085763, 34.80330387982517 32.104204181747406, 34.80396251500406 32.10458907622389, 34.804575389322856 32.10408424484353, 34.804529625732116 32.10319451204294, 34.80387098619191 32.10280962253372, 34.80325811460375 32.10331446085763)))","['8a3f4dc03717fff', '8a3f4dc0378ffff', '8a3f4dc0378ffff']","[512006, 400070, 400070]","['LRT', 'Rail', 'Interurban Rail', 'Suburban Rail']",Tel,"['rail_3_1', 'rail_3_2', 'rail_4_1', 'rail_4_2', 'rail_5_1', 'rail_5_2\\n', 'rail_1_1', 'rail_1_2,', 'rail_10_1', 'rail_10_2', 'rail_11_1', 'rail_11_2', 'rail_12_1', 'rail_12_2\\n', 'rail_16_1', 'rail_16_2', 'rail_17_1', 'rail_20_1', 'rail_20_2', 'rail_17_2\\n', 'rail_14_1', 'rail_14_2,', 'Grn1-N', 'Grn1-S', 'Grn3-N', 'Grn3-S']","אייזיק רמבה, לונה פארק, מרכז הירידים, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 5253527, ישראל",תל אביב,גלעין,29466.4,27354.24,3,0,0,0,0,8,4,0,14,POINT (34.805188268775744 32.10357940209812),0.0,1146.2299592201464,0.0,1711.1992177934585,40206.452759096326,27643.09857785692,62.0,מסוף קטן,0,3,0,3,187.2,2,Regional
531,529,"POLYGON ((34.82387593569269 32.10673433292486, 34.82321737650007 32.10634934921418, 34.82260452089108 32.106854257786374, 34.822650221746095 32.10774414312164, 34.823308776578585 32.10812913179996, 34.823921634916175 32.107624230175595, 34.82387593569269 32.10673433292486))",['8a3f4dc0395ffff'],[512061],['LRT'],Tel,"['Grn1-N', 'Grn1-S']","17, שלום אש, הדר-יוסף, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 5259408, ישראל",תל אביב,גלעין,6678.34,0.0002315,1,0,0,0,0,0,2,0,0,POINT (34.82326307901525 32.10723924030615),0.0,0.0,7755.296744330076,7199.3960072324335,28444.04279954833,33390.47144626758,,,0,3,0,1,8.0,0,Not Hub
532,530,"POLYGON ((34.818497160724085 32.11394773915976, 34.817838615926895 32.11356273936647, 34.817225732176794 32.11406756040938, 34.817271390496096 32.11495737429554, 34.81792993093168 32.11534237905268, 34.81854281740957 32.114837564959956, 34.818497160724085 32.11394773915976))",['8a3f4dc03a07fff'],[525235],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","קהילת קייב, נאות אפקה א, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 4704356, ישראל",תל אביב,גלעין,18379.32,206.05,1,2,0,0,0,0,0,0,0,POINT (34.817884275905314 32.114452559009294),0.0,0.0,17674.68684865241,7782.715206423029,18816.518693352995,25326.22788236879,,,0,3,0,1,6.0,0,Not Hub
533,531,"POLYGON ((34.81837859077345 32.099205260175914, 34.8177199794988 32.09882033689013, 34.817107138194416 32.09932527959324, 34.81715290543436 32.10021513863851, 34.817811512349415 32.100600066894756, 34.818424356384114 32.100095131135454, 34.81837859077345 32.099205260175914))",['8a3f4dc03c67fff'],[525233],['BRT'],Tel,"['Yelw-N', 'Yelw-S']","216, שביל יונתן, הגפן, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 5253527, ישראל",תל אביב,גלעין,5322.56,12.530036,1,2,0,0,0,0,0,0,0,POINT (34.81776574840025 32.09971020169081),0.0,0.0,3032.2915815782026,4499.758656059557,52076.80835410369,33938.065689395095,,,0,3,0,1,6.0,0,Not Hub
534,532,"POLYGON ((34.856949310485156 32.091537059631406, 34.856290793741245 32.091152024456136, 34.85567802726399 32.09165722946979, 34.85572377480199 32.092547462712936, 34.856382287190755 32.09293250286603, 34.856995056396684 32.09242730479834, 34.856949310485156 32.091537059631406))",['8a3f4dc0432ffff'],[511006],['LRT'],Tel,"['Red-N', 'Red-S']","סלקום, הלפיד, אזור התעשייה רמת סיב, איזור תעשייה רמת סיב, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4912601, ישראל",תל אביב,טבעת,10796.79,376.28,1,0,0,0,0,0,2,0,0,POINT (34.85633654294109 32.09204226345887),0.0,0.0,3600.998653738948,44507.69750040803,51411.717904531804,20975.329708644556,,,0,2,0,1,8.0,0,Not Hub
535,533,"POLYGON ((34.85511100350372 32.093052653231034, 34.85445248739622 32.092667617452, 34.85383971400625 32.093172800420724, 34.853885453995275 32.094063012222286, 34.8545439657473 32.09444805297823, 34.85515674186578 32.09394287695591, 34.85511100350372 32.093052653231034))",['8a3f4dc04357fff'],[511007],['LRT'],Tel,"['Red-N', 'Red-S']","אריה שנקר, אזור התעשייה קריית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4912601, ישראל",תל אביב,טבעת,5580.889999999999,470.83,1,0,0,0,0,0,2,0,0,POINT (34.85449822904687 32.093557835013044),0.0,0.0,3575.6989041809325,43154.27171215933,47106.99118700349,26420.48821857181,,,0,2,0,1,8.0,0,Not Hub
536,534,"MULTIPOLYGON (((34.85010545596698 32.07026736739941, 34.849492741555515 32.07077271366963, 34.84953865541646 32.07166295599572, 34.85019728206873 32.072047863974035, 34.85080999921286 32.07154252463987, 34.85076408697205 32.070652270391136, 34.85010545596698 32.07026736739941)), ((34.84963046315987 32.07344343356505, 34.849676357042455 32.074333668807476, 34.850334971274386 32.074718591127365, 34.850947695976885 32.074213273219605, 34.85090180371527 32.073323026054524, 34.85024318513017 32.072938108720024, 34.84963046315987 32.07344343356505)))","['8a3f4dc0441ffff', '8a3f4dc044a7fff', '8a3f4dc044a7fff']","[522011, 513032, 513032]","['Metro', 'LRT']",Tel,"['Me02-E', 'Me02-W,', 'Mgt1-W']","פרץ, רמת הדר, גבעת שמואל, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 5401773, ישראל",תל אביב,טבעת,57428.34,4359.92,2,0,0,0,0,0,2,2,0,POINT (34.85022022555933 32.07249297239724),0.0,0.0,15174.394379787664,5668.321422010549,68035.77973823364,30114.534040581468,,,0,2,0,2,19.8,0,Regional
537,535,"POLYGON ((34.86094604943538 32.09473764059364, 34.860333278959835 32.095242839866735, 34.86037899083324 32.09613310417212, 34.86103747155462 32.09651818112905, 34.8610831726235 32.09740844783743, 34.8617416452677 32.097793534145744, 34.86235442119836 32.097288348769666, 34.86230872175736 32.09639807013626, 34.86165024475786 32.09601298880413, 34.861604534511976 32.09512271257392, 34.86094604943538 32.09473764059364))","['8a3f4dc04a47fff', '8a3f4dc04a47fff', '8a3f4dc04a6ffff']","[523022, 523022, 525573]","['LRT', 'Metro', 'BRT']",Tel,"['RG-RH1', 'RG-RH2', 'RH-RG1', 'RH-RG2,', 'Me03-L', 'Me03-R,', 'East-N', 'East-S']","יצחק גולדברג, אזור התעשייה קריית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4951448, ישראל",תל אביב,טבעת,157787.22999999998,134990.41,3,4,0,0,0,0,2,2,0,POINT (34.86134385464822 32.09626558491487),0.0,0.0,2149.90871077533,31822.05622669794,33322.69686867226,30069.621598155118,,,0,2,0,3,36.0,0,Regional
538,536,"POLYGON ((34.86041373009751 32.07197469910759, 34.85980102489521 32.072480084377844, 34.85984690581174 32.07337041501023, 34.86050549031005 32.07375537229732, 34.860551360423784 32.07464570534894, 34.86120993685052 32.075030671993694, 34.861822647515744 32.074525300600676, 34.86177677902289 32.07363495562376, 34.86111819824396 32.073249993965355, 34.861072318947954 32.07235965140784, 34.86041373009751 32.07197469910759))","['8a3f4dc04c07fff', '8a3f4dc04c07fff', '8a3f4dc04c2ffff']","[523012, 523012, 522012]","['LRT', 'Metro']",Tel,"['Me02-E', 'Me02-W,', 'East-S,', 'Me03-L', 'Me03-R']","2, נקאש, כפר גנים ג', פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4955266, ישראל",תל אביב,טבעת,304235.95,289117.96,3,0,0,0,0,0,1,4,0,POINT (34.86081184077346 32.0735026830923),7038.843166149196,892.1326223743439,17241.05811020585,8379.145013694659,38245.54972268256,18411.789145144336,,,0,2,0,2,26.400000000000002,0,Regional
539,537,"POLYGON ((34.84837036721602 32.09860926395742, 34.847757568287456 32.09911436630078, 34.84780327646608 32.10000450425511, 34.847190472722566 32.100509592103414, 34.847236171729584 32.101399720535795, 34.847894672850835 32.101784773041274, 34.84850747932217 32.10127969214157, 34.84846178194443 32.100389551787586, 34.84907458360099 32.099884456392296, 34.849028877051225 32.09899430651624, 34.84837036721602 32.09860926395742))","['8a3f4dc05417fff', '8a3f4dc05417fff', '8a3f4dc0558ffff']","[511039, 511039, 511266]",['LRT'],Tel,"['Red2-N', 'Red2-S', 'Shut-N', 'Shut-S,', 'LRT-L1', 'LRT-L2']","כביש גהה, אזור התעשייה קריית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4970602, ישראל",תל אביב,טבעת,46716.05,17700.72,2,0,0,0,0,0,10,0,0,POINT (34.84813252880127 32.10019701885995),5733.4253707572125,1571.5577881631625,13396.109936606324,30152.73578994714,29315.316741553692,43294.616710904455,128.0,מסוף גדול,0,2,0,1,40.0,3,Local
540,538,"POLYGON ((34.85284276851377 32.09863410812528, 34.852184269829706 32.09824905244258, 34.85157147716561 32.098754177428624, 34.85161718045781 32.09964435114909, 34.85227567478542 32.10002941180598, 34.85288847017727 32.0995242937684, 34.85284276851377 32.09863410812528))",['8a3f4dc05537fff'],[525571],['BRT'],Tel,"['RG-RH1', 'RG-RH2']","מרטין גהל, אזור התעשייה קריית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4912601, ישראל",תל אביב,טבעת,2102.99,1264.1799999999998,1,2,0,0,0,0,0,0,0,POINT (34.85222997478271 32.09913923192272),0.0,18058.60977747864,8424.205761518377,2309.112845721876,35939.96077027767,48608.45417478359,,,0,2,0,1,6.0,0,Not Hub
541,539,"POLYGON ((34.84546945920565 32.11677118218003, 34.84481101717451 32.116386061886075, 34.844198161953216 32.11689099840911, 34.844243746037826 32.11778104827106, 34.84490218370935 32.11816617353033, 34.84551504165589 32.117661243962516, 34.84546945920565 32.11677118218003))",['8a3f4dc0566ffff'],[512065],['LRT'],Tel,['Grn1-S'],"עתידים, נוה שרת, תל־אביב–יפו, נפת תל אביב, מחוז תל אביב, 6971001, ישראל",תל אביב,גלעין,0.0,0.0,1,0,0,0,0,0,1,0,0,POINT (34.84485660291715 32.117276117508275),0.0,0.0,8062.609559900153,18463.91710132463,17368.06841848541,16561.57189770373,,,0,3,0,1,4.0,0,Not Hub
542,540,"POLYGON ((34.862719776943756 32.10441049235749, 34.86276541643978 32.10530074961471, 34.862152617869036 32.10580587063852, 34.86219824818989 32.106696118367246, 34.86285667545076 32.10708125699709, 34.86346947674725 32.106576142926315, 34.863423848057124 32.105685883272486, 34.86403664453477 32.10518075470036, 34.8639910066691 32.10429048551785, 34.86333257069546 32.10390535683286, 34.862719776943756 32.10441049235749))","['8a3f4dc05987fff', '8a3f4dc05987fff', '8a3f4dc059b7fff', '8a3f4dc059b7fff']","[400550, 511038, 523015, 523015]","['Rail', 'LRT', 'Metro', 'Suburban Rail']",National,"['East-N', 'East-S,', 'Red2-S', 'Shut-S,', 'Me03-L', 'Me03-R,', 'rail_20_1', 'rail_20_2']","פתח תקווה - קריית אריה, יצחק שמיר, קרית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4951448, ישראל",תל אביב,טבעת,123946.47,119028.47,4,0,0,0,0,0,4,2,2,POINT (34.86309463184261 32.10549330727854),0.0,0.0,0.0,0.0,17438.44514636561,34515.26922647516,1164.0,מסוף בינוני,0,2,0,3,45.6,2,Regional
543,541,"POLYGON ((34.85464170374003 32.12127321558103, 34.853983312614304 32.120888036025384, 34.853370456912096 32.1213929824406, 34.85341598961187 32.12228310145317, 34.854074376378186 32.12266828597302, 34.85468723480415 32.12216334651631, 34.85464170374003 32.12127321558103))",['8a3f4dc05adffff'],[511265],['LRT'],Tel,"['LRT-L1', 'LRT-L2']","כביש גהה, אזור תעשייה, רמת השרון, נפת תל אביב, מחוז תל אביב, 4724226, ישראל",תל אביב,טבעת,19349.93,5818.42,1,0,0,0,0,0,2,0,0,POINT (34.85402884697116 32.12177816079973),0.0,0.0,3201.6298935553023,4533.907263324334,15265.627448931944,16072.326602287934,,,0,2,0,1,8.0,0,Not Hub
544,542,"POLYGON ((34.85665660770742 32.098273881175665, 34.85599812017975 32.09788881236826, 34.85538533378591 32.09839395999892, 34.85543103219218 32.09928416948832, 34.85608951536375 32.09966924327048, 34.85670230448514 32.09916410258864, 34.85665660770742 32.098273881175665))",['8a3f4dc05ca7fff'],[525572],['BRT'],Tel,"['RG-RH1', 'RG-RH2', 'RH-RG1', 'RH-RG2']","4, הפסגות, אזור התעשייה קריית אריה, פתח תקווה, עיריית הוד השרון - מינהל הכספים, נפת פתח תקווה, מחוז המרכז, 4912601, ישראל",תל אביב,טבעת,5065.47,0.00012084,1,4,0,0,0,0,0,0,0,POINT (34.856043820246796 32.09877902761778),0.0,0.0,0.0,33238.79749121936,32165.03682987768,37209.865998706926,,,0,2,0,1,12.0,0,Local
545,543,"POLYGON ((34.8417267364469 32.06882477995603, 34.84106806704061 32.06843992189268, 34.840455345544186 32.068945236719024, 34.840501290720375 32.06983540267489, 34.84115995577337 32.07022026572471, 34.84177268000346 32.069714957832396, 34.8417267364469 32.06882477995603))",['8a3f4dc0616ffff'],[511268],['LRT'],Tel,"['LRT-L1', 'LRT-L2']","כביש גהה, נווה יהושע, בני ברק, נפת תל אביב, מחוז תל אביב, 5225527, ישראל",תל אביב,טבעת,3.759922,3.759922,1,0,0,0,0,0,2,0,0,POINT (34.84111401388267 32.06933009360435),233.80499679241527,3044.020895519948,30837.213313411543,8988.15656857614,73474.70292522194,17953.48258884615,608.0,מסוף קטן,0,2,0,1,8.0,2,Not Hub
546,544,"POLYGON ((34.835645334039356 32.07476770620474, 34.83498667092292 32.07438284130768, 34.834373923877486 32.07488807554103, 34.8344198372154 32.075778167735905, 34.83507849597714 32.07616303761614, 34.8356912457557 32.07565781031853, 34.835645334039356 32.07476770620474))",['8a3f4dc06227fff'],[522010],['Metro'],Tel,"['Me02-E', 'Me02-W']","הר שלום, בני ברק, נפת תל אביב, מחוז תל אביב, 5151116, ישראל",תל אביב,טבעת,40774.27,12067.36,1,0,0,0,0,0,0,2,0,POINT (34.835032585925845 32.07527293925809),0.0,0.0,65380.45985320901,14428.578028779886,77846.78589608968,25452.30441941882,,,0,2,0,1,10.0,0,Not Hub
